Name,Temperature,Humidity
June-16-2023T03-57-45,28.901,75.573
June-16-2023T04-01-24,28.804,75.817
June-16-2023T04-05-02,28.729,76.008
June-16-2023T04-08-40,28.654,76.183
June-16-2023T04-12-19,28.643,76.13
June-16-2023T04-15-57,28.611,76.16
June-16-2023T04-19-36,28.643,75.993
June-16-2023T04-23-14,28.611,76.023
June-16-2023T04-26-52,28.579,76.046
June-16-2023T04-30-31,28.515,76.214
June-16-2023T04-34-09,28.483,76.199
June-16-2023T04-37-48,28.386,76.504
June-16-2023T04-41-26,28.268,76.824
June-16-2023T04-45-04,28.172,77.114
June-16-2023T04-48-43,28.054,77.442
June-16-2023T04-52-21,28.021,77.457
June-16-2023T04-56-00,27.957,77.671
June-16-2023T04-59-38,27.893,77.892
June-16-2023T05-03-16,27.882,77.946
June-16-2023T05-06-55,27.828,78.106
June-16-2023T05-10-33,27.785,78.213
June-16-2023T05-14-11,27.721,78.403
June-16-2023T05-17-50,27.818,78.106
June-16-2023T05-21-28,28.011,77.32
June-16-2023T05-25-07,28.236,76.55
June-16-2023T05-28-45,28.408,75.954
June-16-2023T05-32-23,28.472,75.68
June-16-2023T05-36-02,28.515,75.55
June-16-2023T05-39-40,28.45,75.703
June-16-2023T05-43-19,28.29,76.191
June-16-2023T05-46-59,28.096,77.0
June-16-2023T05-50-38,27.936,77.534
June-16-2023T05-54-17,27.785,78.045
June-16-2023T05-57-56,27.646,78.526
June-16-2023T06-01-35,27.582,78.8
June-16-2023T06-05-14,27.528,78.915
June-16-2023T06-08-54,27.571,78.724
June-16-2023T06-12-33,27.614,78.472
June-16-2023T06-16-12,27.592,78.556
June-16-2023T06-19-51,27.539,78.724
June-16-2023T06-23-30,27.571,78.579
June-16-2023T06-27-10,27.625,78.419
June-16-2023T06-30-49,27.721,78.106
June-16-2023T06-34-28,27.828,77.702
June-16-2023T06-38-07,27.893,77.374
June-16-2023T06-41-46,27.914,77.32
June-16-2023T06-45-26,27.968,77.183
June-16-2023T06-49-05,28.107,76.756
June-16-2023T06-52-44,28.257,76.138
June-16-2023T06-56-23,28.408,75.626
June-16-2023T07-00-02,28.59,75.054
June-16-2023T07-03-42,28.89,74.085
June-16-2023T07-07-21,29.19,73.078
June-16-2023T07-11-00,29.33,72.674
June-16-2023T07-14-39,29.437,72.239
June-16-2023T07-18-18,29.437,72.186
June-16-2023T07-21-58,29.609,71.56
June-16-2023T07-25-37,29.684,71.201
June-16-2023T07-29-16,30.231,69.546
June-16-2023T07-32-55,30.585,68.478
June-16-2023T07-36-34,31.936,64.243
June-16-2023T07-40-14,32.783,61.71
June-16-2023T07-43-53,33.706,59.017
June-16-2023T07-47-32,33.834,58.659
June-16-2023T07-51-12,33.909,58.331
June-16-2023T07-54-51,33.341,59.849
June-16-2023T07-58-30,32.655,61.649
June-16-2023T08-02-10,32.397,62.359
June-16-2023T08-05-49,32.118,63.068
June-16-2023T08-09-29,33.727,59.017
June-16-2023T08-13-08,33.974,58.361
June-16-2023T08-16-47,34.36,57.316
June-16-2023T08-20-27,35.701,53.936
June-16-2023T08-24-06,35.282,54.836
June-16-2023T08-27-46,35.701,53.814
June-16-2023T08-31-25,36.419,52.265
June-16-2023T08-35-04,37.073,50.686
June-16-2023T08-38-44,36.387,52.197
June-16-2023T08-42-23,36.194,52.486
June-16-2023T08-46-03,37.846,48.756
June-16-2023T08-49-42,39.336,45.658
June-16-2023T08-53-21,39.358,45.353
June-16-2023T08-57-01,39.283,45.658
June-16-2023T09-00-40,41.31,41.996
June-16-2023T09-04-20,42.79,39.6
June-16-2023T09-07-59,44.055,37.678
June-16-2023T09-11-39,44.753,36.594
June-16-2023T09-15-18,45.278,35.809
June-16-2023T09-18-57,45.997,34.557
June-16-2023T09-22-37,46.265,34.008
June-16-2023T09-26-16,46.469,33.489
June-16-2023T09-29-56,47.101,32.635
June-16-2023T09-33-36,47.434,32.002
June-16-2023T09-37-15,47.305,31.948
June-16-2023T09-40-55,47.681,31.193
June-16-2023T09-44-34,47.809,30.956
June-16-2023T09-48-13,48.249,30.003
June-16-2023T09-51-53,48.442,29.766
June-16-2023T09-55-32,48.689,29.324
June-16-2023T09-59-12,49.279,28.637
June-16-2023T10-02-51,48.925,28.965
June-16-2023T10-06-30,49.225,28.584
June-16-2023T10-10-10,49.429,28.263
June-16-2023T10-13-49,49.89,27.676
June-16-2023T10-17-29,49.997,27.401
June-16-2023T10-21-08,49.901,27.432
June-16-2023T10-24-47,49.515,27.821
June-16-2023T10-28-27,49.568,27.737
June-16-2023T10-32-06,49.815,27.554
June-16-2023T10-34-56,50.169,27.37
June-16-2023T10-38-35,49.868,27.805
June-16-2023T10-42-14,50.083,27.401
June-16-2023T10-45-53,50.544,26.73
June-16-2023T10-49-33,50.78,26.241
June-16-2023T10-53-12,51.348,25.753
June-16-2023T10-56-51,51.381,25.585
June-16-2023T11-00-30,51.627,25.318
June-16-2023T11-04-09,51.542,25.143
June-16-2023T11-07-48,51.273,25.196
June-16-2023T11-11-27,51.22,25.112
June-16-2023T11-15-07,51.37,24.792
June-16-2023T11-18-46,51.381,24.792
June-16-2023T11-22-25,51.316,24.708
June-16-2023T11-26-04,51.542,24.601
June-16-2023T11-29-43,51.81,24.326
June-16-2023T11-33-22,51.702,24.403
June-16-2023T11-37-02,51.681,24.357
June-16-2023T11-40-41,51.66,24.441
June-16-2023T11-44-20,51.895,24.372
June-16-2023T11-47-59,52.035,24.387
June-16-2023T11-51-39,52.121,24.555
June-16-2023T11-55-18,52.142,24.593
June-16-2023T11-58-57,52.142,24.555
June-16-2023T12-02-37,52.914,24.113
June-16-2023T12-06-16,53.494,24.151
June-16-2023T12-09-55,53.611,24.158
June-16-2023T12-13-34,53.794,24.128
June-16-2023T12-17-13,54.03,23.945
June-16-2023T12-20-52,54.201,23.701
June-16-2023T12-24-32,54.18,23.609
June-16-2023T12-28-11,54.276,23.533
June-16-2023T12-31-50,54.909,22.991
June-16-2023T12-35-29,55.274,22.724
June-16-2023T12-39-08,55.456,22.61
June-16-2023T12-42-47,55.499,22.732
June-16-2023T12-46-27,55.531,22.945
June-16-2023T12-50-06,55.649,22.831
June-16-2023T12-53-45,55.767,22.671
June-16-2023T12-57-24,55.928,22.434
June-16-2023T13-01-04,56.046,22.19
June-16-2023T13-04-43,55.853,22.083
June-16-2023T13-08-22,55.242,22.472
June-16-2023T13-12-02,55.049,22.709
June-16-2023T13-15-41,55.134,22.793
June-16-2023T13-19-20,55.445,22.778
June-16-2023T13-22-59,53.461,24.57
June-16-2023T13-26-38,51.992,25.936
June-16-2023T13-30-17,52.893,25.158
June-16-2023T13-33-57,53.44,24.86
June-16-2023T13-37-36,54.62,23.983
June-16-2023T13-41-15,55.606,23.212
June-16-2023T13-44-54,56.11,22.861
June-16-2023T13-48-33,56.561,22.312
June-16-2023T13-52-12,56.84,21.816
June-16-2023T13-55-52,56.711,21.77
June-16-2023T13-59-31,57.119,21.374
June-16-2023T14-03-10,57.473,20.977
June-16-2023T14-06-49,57.387,20.962
June-16-2023T14-10-29,57.054,20.908
June-16-2023T14-14-09,56.539,21.076
June-16-2023T14-17-48,56.743,21.015
June-16-2023T14-21-27,57.14,20.786
June-16-2023T14-25-06,57.515,20.336
June-16-2023T14-28-45,57.397,20.382
June-16-2023T14-32-24,56.947,20.687
June-16-2023T14-36-04,56.883,20.771
June-16-2023T14-39-43,56.818,20.931
June-16-2023T14-43-22,57.483,20.634
June-16-2023T14-47-01,57.912,20.489
June-16-2023T14-50-40,57.548,20.634
June-16-2023T14-54-19,56.818,21.099
June-16-2023T14-57-58,56.164,21.473
June-16-2023T15-01-38,56.1,21.603
June-16-2023T15-05-17,55.885,21.839
June-16-2023T15-08-56,55.692,22.129
June-16-2023T15-12-35,55.671,22.152
June-16-2023T15-16-14,55.381,22.396
June-16-2023T15-19-54,55.467,22.442
June-16-2023T15-23-33,54.813,22.984
June-16-2023T15-27-12,53.847,23.708
June-16-2023T15-30-51,54.427,23.296
June-16-2023T15-34-30,54.695,23.113
June-16-2023T15-38-09,54.727,23.151
June-16-2023T15-41-49,54.298,23.495
June-16-2023T15-45-28,54.18,23.609
June-16-2023T15-49-07,53.933,23.93
June-16-2023T15-52-46,53.161,24.54
June-16-2023T15-56-25,52.614,25.089
June-16-2023T16-00-04,52.721,25.059
June-16-2023T16-03-44,52.518,25.341
June-16-2023T16-07-23,52.378,25.539
June-16-2023T16-11-02,51.767,25.99
June-16-2023T16-14-41,51.735,25.738
June-16-2023T16-18-20,51.07,26.104
June-16-2023T16-22-00,50.662,26.203
June-16-2023T16-25-39,50.448,26.051
June-16-2023T16-29-20,49.997,26.112
June-16-2023T16-32-59,49.611,26.333
June-16-2023T16-36-39,49.354,26.516
June-16-2023T16-40-18,48.828,26.89
June-16-2023T16-43-57,47.949,27.699
June-16-2023T16-47-36,47.026,28.69
June-16-2023T16-51-15,45.922,29.766
June-16-2023T16-54-54,44.71,31.063
June-16-2023T16-58-34,43.358,32.612
June-16-2023T17-02-13,42.297,33.871
June-16-2023T17-05-52,41.599,34.786
June-16-2023T17-09-31,41.095,35.511
June-16-2023T17-13-10,40.43,36.282
June-16-2023T17-16-50,39.84,37.022
June-16-2023T17-20-29,39.551,37.464
June-16-2023T17-24-08,39.336,37.792
June-16-2023T17-27-47,39.154,38.219
June-16-2023T17-31-26,38.907,38.662
June-16-2023T17-35-06,38.725,39.127
June-16-2023T17-38-45,38.5,39.661
June-16-2023T17-42-24,38.371,40.02
June-16-2023T17-46-03,38.275,40.363
June-16-2023T17-49-42,38.06,40.974
June-16-2023T17-53-21,37.953,41.386
June-16-2023T17-57-01,37.899,41.744
June-16-2023T18-00-40,37.545,42.599
June-16-2023T18-04-19,37.309,43.4
June-16-2023T18-07-58,35.368,48.107
June-16-2023T18-11-37,31.797,56.713
