,pc1,pc2,pc3,hum,temp,target
62,4.445968436834022,3.693392298141392,-3.455540218313825,58.3,33.556,79830.0
63,4.910719163185861,4.463280293374211,-3.726749658463808,59.933,32.976,79422.0
64,4.72199154336885,4.281875256563915,-3.6088511872026423,60.703,32.708,79014.0
65,2.696513934344179,4.46750970639765,-3.1049348970111557,61.352,32.397,78604.0
66,-2.6097112232804593,1.8448213309887194,-1.8208251805659856,62.206,32.043,78193.0
67,-5.782920241531754,0.41593801944504427,-0.3930776195506913,62.534,31.947,77784.0
68,-6.544945893037247,-0.3641823712735366,-0.3177767660157424,62.885,31.84,77377.0
69,-6.473116786789905,0.06719219782687263,-0.6105528765013417,63.061,31.786,76967.0
70,-6.592651938060583,-0.30617826205723714,-0.36174078072218147,63.74,31.614,76557.0
71,-6.563644018642442,-0.4543241216551265,-0.20323467364323228,64.121,31.443,76146.0
72,-6.573620994764685,-0.45673525648340346,-0.2576313588165516,64.854,31.411,75737.0
73,-6.555353891562393,-0.19865428713100522,-0.501490048287436,65.113,31.207,75324.0
74,-6.5712855861042625,-0.3385218690340889,-0.4083759776901331,65.67,31.024,74912.0
75,-6.524200097199512,-0.5410294555461407,-0.10994830750471779,66.082,30.949,74502.0
76,-6.5634195147600805,-0.5061144423059208,-0.1683658834356147,65.937,30.982,74089.0
77,-6.57567034000208,-0.21294642462637953,-0.46108129472007603,65.762,30.971,73673.0
78,-6.54024262229043,-0.5286831239517878,-0.08019873203329381,65.884,30.939,73262.0
79,-6.476104986204606,-0.6250945161882961,0.12928423684362284,66.257,30.81,72847.0
80,-6.520711980704184,-0.5723746323252826,-0.05200994693440769,66.052,30.788,72433.0
81,-6.524392570572614,-0.6037573762298845,0.019949209144898505,65.876,30.842,72017.0
82,-6.533283118324051,-0.5521196974851641,-0.06900680039586005,66.113,30.778,71603.0
83,-6.554865767411343,-0.27950847062979367,-0.42035496953334817,66.288,30.713,71187.0
84,-6.544975111258392,-0.5210991977952469,-0.10300939967038142,66.052,30.724,70770.0
85,-6.451832388497384,-0.6772320362634168,0.17007325834883497,66.38,30.638,70357.0
86,-6.4420224723891915,-0.6932384864678115,0.18674491828873802,66.525,30.628,69937.0
87,-6.464105851262039,-0.6605001484299281,0.05995009532165918,66.525,30.585,69523.0
88,-6.515958524374661,-0.6039333152954753,0.06875235637327543,66.868,30.499,69104.0
89,-6.451067271260324,-0.6838897113281994,0.23689172723832302,66.921,30.402,68685.0
90,-6.512793790344929,-0.6122480832036828,0.09573880111608851,67.219,30.306,68270.0
91,-6.4330500565261035,-0.6866731034962263,0.23213228330572347,67.44,30.231,67851.0
92,-6.384726912096101,-0.7533561425375498,0.4010200307651609,67.883,30.102,67432.0
93,-6.470185247550372,-0.6441352695347805,0.14398604107343538,67.715,30.07,67016.0
94,-6.384316432509711,-0.7687984414507116,0.39435117893685556,68.401,29.909,66596.0
95,-6.403385548804702,-0.7586822719143276,0.29298467540304596,68.775,29.78,66175.0
96,-6.420887989763321,-0.7220194893301872,0.2938351983721453,68.996,29.716,65758.0
97,-6.477853556245498,-0.6620340418625528,0.1861774446187872,69.378,29.609,65336.0
98,-6.157623052793592,-0.8157339175305377,0.9645361189583121,70.011,29.405,64914.0
99,-6.580975361284462,-0.3268733688136991,-0.330711822658786,70.606,29.201,64495.0
100,-6.55436689584397,-0.22290100524749823,-0.4623555323490362,71.171,29.04,64072.0
101,-6.568049264704061,-0.2790798793258403,-0.393151373352214,71.278,28.944,63652.0
102,-6.574839947923625,-0.370042337132599,-0.3197729494260448,71.743,28.794,63229.0
103,-6.562122792504105,-0.22944369004113502,-0.43051427831339545,72.109,28.643,62806.0
104,-6.564888071594928,-0.45450057562237084,-0.19157016370144092,72.765,28.44,62385.0
105,-6.568755210631504,-0.22602007189082518,-0.44608794165160126,73.109,28.322,61960.0
106,-6.467427051383134,-0.6446156592076305,0.16560577845478947,73.33,28.236,61539.0
107,-6.562531648588336,-0.4077835137086163,-0.25931828704238824,73.498,28.182,61114.0
108,-6.562764501884894,-0.41219417568098565,-0.2854323697683679,74.162,27.989,60689.0
109,-6.401247853051271,-0.7032004632876511,0.3607077088655919,74.406,27.839,60267.0
110,-6.5379862735045595,-0.5395751486678004,-0.055822877397812665,74.726,27.764,59839.0
111,-6.519431657932474,-0.53383361646209,-0.0644606152710443,74.917,27.71,59413.0
112,-6.482197091884462,-0.6437702191798074,0.0985717552141816,74.863,27.7,58989.0
113,-6.551581981354889,-0.5062299677201848,-0.12082384154375803,75.1,27.625,58562.0
114,-6.465965979977814,-0.6573609375710626,0.13815024672266574,75.1,27.571,58135.0
115,-6.574297436979174,-0.43040097823869283,-0.22989877374990075,75.619,27.464,57710.0
116,-6.539129203186714,-0.5273137830532548,-0.10828264767766793,75.832,27.367,57280.0
117,-6.56309653430286,-0.5107997995240552,-0.09094990720589552,76.038,27.249,56855.0
118,-6.4816400867948705,-0.6350201932234574,0.13902322763784108,76.145,27.217,56425.0
119,-6.486271468824974,-0.6199144410478306,0.10979539976702019,76.199,27.185,55994.0
120,-6.528098712683538,-0.5373800025211343,-0.08473494012268651,76.382,27.11,55567.0
121,-6.499414131853669,-0.6149102728182096,0.027123402500647376,76.71,27.024,55136.0
122,-6.428780351969451,-0.6950495185645426,0.28440213754275895,76.809,26.949,54705.0
123,-6.522714376472393,-0.5348161897454212,-0.08160618197322916,76.969,26.874,54278.0
124,-6.436408442077456,-0.6848404593530606,0.2528614666252002,77.396,26.756,53846.0
125,-6.523761258047271,-0.573837058303742,0.011991274836433086,77.16,26.809,53414.0
126,-6.48117068150251,-0.6433330177682942,0.15043248289423494,77.366,26.777,52986.0
127,-6.469747288221296,-0.661548733386782,0.15090056065374208,77.229,26.777,52553.0
128,-6.441244518995271,-0.6871163751550264,0.3052936250213585,77.076,26.831,52119.0
129,-6.5270787434635205,-0.5550394571181776,-0.020224553931838307,76.832,26.927,51689.0
130,-6.4320438066124614,-0.6717130353642384,0.18672489671629028,76.725,26.97,51253.0
131,-6.498887251706256,-0.6031880830443841,0.06495714249013029,76.466,27.035,50818.0
132,-6.539455268380458,-0.546317344778764,-0.04595826055949265,76.939,26.917,50387.0
133,-6.49549253310518,-0.6537590119639939,0.12794277141018595,77.351,26.863,49950.0
134,-6.388940994122047,-0.7577378918034525,0.40705197636144913,77.541,26.809,49518.0
135,-6.466796815767632,-0.6591665209337556,0.22136446607049176,77.801,26.767,49081.0
136,-6.4825871126208305,-0.6425389560186244,0.12400133628068655,78.442,26.595,48645.0
137,-6.404968701203094,-0.7228973693145221,0.34577301391610743,78.693,26.563,48211.0
138,-6.520050876151455,-0.5997612451289318,0.005493959677677018,79.044,26.509,47775.0
139,-6.308024072518438,-0.7815902858657438,0.6140132241598873,78.938,26.52,47337.0
140,-6.364502719594892,-0.7369185623509619,0.43452917946239666,78.8,26.595,46903.0
141,-6.50167990903024,-0.6025725194231824,0.012482857616480825,78.327,26.734,46464.0
142,-6.501888901725834,-0.6025447281675893,0.05169395852750219,78.175,26.82,46026.0
143,-6.52937054256708,-0.5851684693169033,-0.01732175671024161,78.144,26.831,45590.0
144,-6.426668004201655,-0.6895169720064892,0.31059975590792077,78.228,26.852,45150.0
145,-6.544825760291431,-0.5391852476522463,-0.05623248551464505,78.541,26.777,44710.0
146,-6.4806538031894725,-0.6508600250447382,0.19713764295862823,78.869,26.702,44272.0
147,-6.326771172998025,-0.7814568894856952,0.5246990174729511,79.456,26.584,43832.0
148,-6.434717887691002,-0.6940324994764903,0.3155088127004463,79.906,26.466,43395.0
149,-6.431385468596153,-0.7025929683201042,0.22291417163659671,80.311,26.37,42953.0
150,-6.286323756935754,-0.7869687047454007,0.662690845996573,80.57,26.295,42513.0
151,-6.313343236442906,-0.764891067892318,0.6047522043096166,80.555,26.327,42074.0
152,-6.36540549482782,-0.7443676008835984,0.4792088715188173,80.28,26.38,41631.0
153,-6.471677074844036,-0.6367091781684123,0.08778803346483094,79.853,26.466,41188.0
154,-6.499737054329345,-0.6024677739674016,0.08289728552135817,79.891,26.466,40747.0
155,-6.093707001570867,-0.637473679640662,0.6791503514838764,79.754,26.509,40304.0
156,-3.9976182865084007,1.0943895317170698,-1.1294640282206374,79.647,26.52,39864.0
157,0.838857550926296,3.37173584999876,-2.079651628993976,79.594,26.552,39418.0
158,4.055427286609993,4.4774719451308735,-1.9078713537876215,79.403,26.616,38977.0
159,4.272850210112972,3.9502762701967167,-2.2091443985091606,79.121,26.681,38531.0
160,4.675020023483728,2.529198170709678,-2.166740565510487,78.983,26.734,38086.0
161,5.031266055924644,0.9894099406994756,-1.755113422480363,78.64,26.874,37643.0
162,5.15798299499622,0.8316978258696383,-1.7294219459454387,77.938,27.088,37196.0
163,5.095219476631704,0.5801765268147359,-1.6857586124261668,77.091,27.346,36748.0
164,5.230873202381801,-0.013729418211305286,-1.4161134194280907,75.909,27.7,36302.0
165,5.147827808584256,0.34160489854172854,-1.6693090985364805,74.97,28.043,35855.0
166,5.203887440574396,0.07456687857720254,-1.6186661665071578,73.589,28.472,35407.0
167,5.113056537371518,-0.23252956182249684,-1.5510844679283895,71.507,29.137,34963.0
168,5.09449748857545,-0.11794239407178812,-1.513385426494228,69.553,29.78,34514.0
169,5.166796701313699,-0.13519624016503173,-1.4120034087984084,67.966,30.306,34067.0
170,5.167729610283862,-0.6953604239235552,-1.4450466732649532,65.792,31.014,33617.0
171,5.864442951933759,-1.5483592859717026,-1.4683714006354784,62.42,32.14,33171.0
172,6.558876729275443,-2.5568062327431926,-1.174121484161993,58.392,33.556,32722.0
173,6.566048651618269,-2.590097793278444,-1.0886920331149108,52.036,36.055,32273.0
174,5.103400252215461,0.26912556521528896,-2.2775899142484075,52.532,35.851,31825.0
175,6.878908418937575,-2.622172321083194,-1.1539969043704792,48.847,37.438,31375.0
176,6.676871944549233,-2.7891819202834167,-1.307051857118953,46.009,38.832,30926.0
177,6.8030762488109096,-2.8772811081313097,-1.1337917626160015,43.453,40.162,30477.0
178,6.525718806182789,-2.880193457690955,-1.3548984907523094,42.69,40.666,30024.0
179,5.5586444167676206,-1.2921729905868562,-2.074982236412777,41.904,41.16,29576.0
180,6.452042254465968,-2.667789832930493,-0.9826345517160198,40.966,41.857,29124.0
181,4.934688581589926,0.10050690070966496,-2.0962460353289214,42.82,40.859,28672.0
182,6.1925057588726355,-1.8427206603497366,-1.3762585052068903,45.979,39.229,28223.0
183,6.338189204778649,-2.5041422561834654,-1.2206479284794387,41.485,41.91,27770.0
184,6.449388813982781,-2.127829367055578,-0.7971140320851962,39.31,43.337,27316.0
185,4.902900398061876,0.11913458178223894,-1.3311502517399667,42.843,41.16,26863.0
186,5.104045594637192,-0.9654177426106223,-0.49478796670805014,44.819,40.076,26412.0
187,6.399874927647105,-2.087011217459156,-0.4504638158661411,44.01,40.656,25958.0
188,4.681241637445426,0.5702209364372322,-0.06625509241546562,37.647,45.085,25356.0
189,5.764681678332882,-1.2068595400633362,0.3121537945074351,37.365,45.149,24901.0
190,5.799312554309046,-0.9971798496686554,0.4581694604930851,36.35,45.857,24449.0
191,5.8848010082107844,-0.8884504089850482,0.4672515616125792,34.626,47.112,23993.0
192,5.656499072293413,-0.9944956270432052,0.4313159695552812,33.031,48.442,23536.0
193,5.611143788933485,-0.8041920029855236,0.5027419151080466,32.07,49.182,23077.0
194,5.525062400536098,-0.7193475054722804,0.5888344846191543,32.307,49.032,22623.0
195,5.421829403452406,-0.6553374919823016,0.6437996159431585,30.445,50.523,22165.0
196,5.245397857777029,-0.7193313681361722,0.8101095322148562,29.972,50.823,21707.0
197,3.425109405236681,0.19409936848094886,0.16036711352007377,30.079,50.705,21253.0
198,4.283221070773185,-0.5463525846660913,0.07854421691239642,32.566,48.742,20794.0
199,3.9114028769637734,-0.018455315622746313,0.08010052198046848,31.506,49.418,20334.0
200,4.641150429801318,-0.5061575975799187,0.4141322666172507,31.849,49.096,19879.0
201,4.96726760864979,-0.28054263419873,0.8111474396403112,30.109,50.019,19418.0
202,4.7690895710407215,-0.4613769144389334,0.8294629286615457,28.721,51.316,18961.0
203,4.913215516447199,-0.3231967474307308,1.1261255412736748,27.882,51.981,18501.0
204,4.938924778082591,-0.2739872773935022,1.1538861239014657,27.76,51.895,18040.0
205,4.574082779874477,-0.11828203188367015,1.2209674688366594,27.424,52.324,17577.0
206,4.762028039760101,-0.018638689720253475,1.254992581549264,26.691,52.796,17119.0
207,5.151654372737679,-0.20161819618804327,1.6024690971165703,26.119,53.429,16656.0
208,5.383528107428607,-0.13778724334542067,1.8729092675559098,25.982,53.225,16197.0
209,5.434178661301199,-0.177568507368641,2.0355778044622648,24.265,55.07,15735.0
210,5.573845098635053,-0.222281843153981,1.999941760333171,23.563,55.832,15272.0
211,5.4760828649863535,-0.40731358901944753,2.0055467407194656,23.159,56.132,14808.0
212,3.3584639454934355,1.5433815926364287,0.3339180951288807,24.441,54.577,14347.0
213,5.882735496871552,-0.14695189564035654,2.232897095664032,24.082,54.877,13883.0
214,5.8705240959511125,-0.27548770312754395,2.2494200871612122,23.647,55.263,13419.0
215,6.0524117605750725,-0.3339743599160499,2.296741723994564,22.823,56.1,12956.0
216,6.012391966999698,-0.3993319436394199,2.168129109437449,22.381,56.379,12489.0
217,5.58940213851103,-0.3382815256282785,1.9491386405172217,22.228,56.572,12027.0
218,5.915759311980578,-0.5481716417589972,2.12848830732324,21.656,56.893,11560.0
219,5.794847509546264,-0.5191728162042029,2.114486060179422,21.565,56.786,11096.0
220,5.766271494257176,-0.5940742376153135,2.0825517405882024,21.679,56.561,10626.0
221,5.628572955267608,-0.603033756622164,1.998619016228649,22.083,56.539,10161.0
222,5.389114682378157,-0.6986518101492023,1.8315151278891921,22.121,56.936,9693.0
223,5.069724221493171,-0.8180986785908496,1.6095269811143378,21.854,57.987,9226.0
224,5.145347203555117,-0.7276765434112589,1.6916090120811003,22.099,58.524,8760.0
225,4.95834868266634,-0.7782036620981059,1.5391710020446998,22.709,58.105,8291.0
226,4.9001056144583695,-0.7681356407780381,1.475643569974827,22.663,58.137,7822.0
227,4.861277538277669,-0.9164381068642476,1.3281188323835587,22.747,57.526,7354.0
228,4.748369942924181,-0.8086750761124919,1.3381988459311955,22.472,57.848,6884.0
229,4.580716420501021,-0.993231131339747,1.0026705774713869,23.083,56.84,6416.0
230,4.82026707480047,-1.0576782165856542,1.1456373253704646,23.548,56.239,5946.0
231,4.587876248179831,-1.1480964982351496,1.0090005823063786,23.67,56.11,5476.0
232,4.520749086434244,-1.1830054596072117,1.0101051957821408,23.655,55.971,5007.0
233,4.5660303971921605,-1.1365241101259287,0.894869910317714,24.029,55.328,4535.0
234,4.382363027362072,-1.1512486815962941,0.9251231303218572,24.807,54.523,4067.0
235,4.136258261014017,-1.3550425143585894,0.782444746397547,24.494,54.866,3594.0
236,4.175382204814201,-1.1216172285059693,0.7827590793083194,25.036,54.148,3122.0
237,4.253919661400639,-1.218422292539525,0.9099031188126712,25.768,53.322,2652.0
238,4.289517822308617,-1.2113245753360757,0.8050398145067444,26.356,52.657,2178.0
239,4.375707767260065,-1.4772904647869856,0.8689577434357942,26.936,52.013,1703.0
240,4.320271689368393,-1.1400531839410435,0.8007862750000333,29.827,49.182,1229.0
241,2.8086278769628383,1.7086548626939302,0.05726441543149542,30.598,48.517,755.0
242,2.5199989207976405,3.1235511397814566,-0.35248384408225697,31.178,48.045,284.0
243,2.267287411558995,3.762940306411365,-1.0403668468833067,32.566,46.887,0.0
244,2.3871398729179587,4.31682805543243,-0.9250365914459103,37.296,43.412,0.0
245,2.416849669530191,4.396681199324699,-0.8306794567297008,40.409,41.16,0.0
246,2.1599392637860464,4.420459705164311,-1.0554912810903876,41.248,40.559,0.0
247,2.196516973621799,4.522139874174343,-0.9877986037894516,42.377,39.873,0.0
248,2.132187147456321,4.64901113464844,-1.0599170947673309,43.362,39.218,0.0
249,2.1121120391272696,4.637562455098263,-0.9893577810600093,43.613,39.047,0.0
250,2.081945804747335,4.504110049270878,-0.9841028600449114,44.331,38.618,0.0
251,2.0361563138562375,4.573607297229951,-1.027887803162422,45.078,38.275,0.0
252,1.9358572332656778,4.971198838792547,-1.1526873740505772,46.261,37.706,0.0
253,1.9583062854383044,4.743415269943216,-0.9585778914713513,47.245,37.299,0.0
254,2.0037510603107926,4.878969072770865,-0.8880762542265205,47.916,37.041,0.0
255,2.077866186197394,4.23860115143065,-0.6417298155970089,48.679,36.752,0.0
256,2.016885475411435,4.568372238968652,-0.8631610042895252,49.809,36.301,0.0
257,2.045802424653911,4.297344355749511,-0.8466050634941428,50.884,35.904,0.0
258,2.368642259576665,4.228304871550976,-1.0564063893768747,51.792,35.626,0.0
259,1.6673436767344403,4.45430160515377,-1.3542376355780883,52.837,35.186,0.0
260,-3.610178508620678,1.6017239442563445,-0.9242939730313879,53.776,34.778,0.0
261,-6.349948862860389,-0.3541405298841042,-0.10741565661154384,54.371,34.564,0.0
262,-6.517681458862073,-0.06165419473801895,-0.5393242107549558,55.325,34.221,0.0
263,-6.357004259347066,0.3954323082963967,-0.6384643291242776,55.866,34.027,0.0
264,-6.503645771561114,0.1219757979486349,-0.5964964145431558,56.164,33.974,0.0
265,-6.377158269787956,0.35029072700945524,-0.6389137095407329,56.82,33.738,0.0
266,-6.389679939513434,0.32588318418621925,-0.6348516070791146,57.148,33.62,0.0
267,-6.523416322749131,-0.018493136169201313,-0.5613194248788315,57.858,33.384,0.0
268,-6.4311627395635105,0.203041916170621,-0.6423556022265462,58.155,33.277,0.0
269,-6.501819400578314,0.07474826670202245,-0.5978782136179407,58.689,33.116,0.0
270,-6.411320711436373,0.20931659529259863,-0.6553890018154218,58.659,33.169,0.0
271,-6.507716102791288,0.1286224861015937,-0.6045200735048305,59.254,32.987,0.0
272,-6.523899522651429,0.10518731943244392,-0.5907215994532012,59.49,32.976,0.0
273,-6.590920864599799,-0.22254551399965392,-0.4432675180819476,59.849,32.923,0.0
274,-6.596327780900214,-0.27853398296923176,-0.39384533170580316,60.261,32.869,0.0
275,-6.590479960309969,-0.32680615566612004,-0.3580819920777483,60.879,32.719,0.0
276,-6.598829237737197,-0.36673444357712237,-0.3397152781215792,61.321,32.665,0.0
277,-6.54317793821368,-0.5422461268713903,-0.07453565898785813,61.977,32.515,0.0
278,-6.5830842033375285,-0.46528242433864875,-0.23691958627568505,62.74,32.344,0.0
279,-6.558039466709616,-0.5179734864152694,-0.11546397606609049,63.152,32.29,0.0
280,-6.550542294956821,-0.5244509792564537,-0.12680230370059092,64.304,31.979,0.0
281,-6.554194491462451,-0.5622167869652118,-0.08731192472143068,64.869,31.85,0.0
282,-6.469361045504314,-0.684724336743377,0.20084598133990456,64.869,31.882,0.0
283,-6.450097434636836,-0.6915084701384342,0.22356817108281052,65.311,31.797,0.0
284,-6.449388135819904,-0.6939432946787316,0.2543025548845486,66.158,31.657,0.0
285,-6.507999093601765,-0.6201263560102152,0.07063553390617905,66.311,31.646,0.0
286,-6.482899494889095,-0.6844626198900121,0.14675284464395016,66.341,31.668,0.0
287,-6.5436555707173065,-0.5986895957445176,-0.024728316061477518,66.662,31.571,0.0
288,-6.522754274910345,-0.6018822835404553,0.03605700894894545,67.287,31.4,0.0
289,-6.507761135102001,-0.6305555275475564,0.09441547672695272,67.043,31.529,0.0
290,-6.320182402647905,-0.7922699171797468,0.6000532455892919,67.455,31.421,0.0
291,-6.295151866660078,-0.791853084098275,0.6688440524801502,68.165,31.196,0.0
292,-6.377485484175604,-0.749827843110922,0.4882051197027625,68.661,31.035,0.0
293,-6.370260183445113,-0.760394311745151,0.4776392739103425,69.706,30.746,0.0
294,-6.373401935708565,-0.7618730666244645,0.4770478500210808,70.004,30.681,0.0
295,-6.215484367604571,-0.8157656796880546,0.8582160166329587,70.37,30.585,0.0
296,-6.240088440880449,-0.8125377931721656,0.7906971377541541,70.774,30.477,0.0
297,-6.198600421551237,-0.822218079874503,0.9054007769385739,71.095,30.381,0.0
298,-6.284078023688066,-0.7990935176511831,0.6919340699749652,71.514,30.242,0.0
299,-6.48665950242997,0.19587141359650578,-0.6006463255647455,71.514,30.242,0.0
300,-6.5800143191808145,-0.2554542944787612,-0.48932494430761847,71.598,30.231,0.0
301,-6.510265163877311,0.1488841925837402,-0.5974792183250615,71.346,30.274,0.0
302,-6.563986311681923,-0.10857174272704262,-0.5251303430569416,71.072,30.37,0.0
303,-6.53464875305236,0.043257412327736874,-0.5871021782220145,71.461,30.263,0.0
304,-6.537318743267493,0.005328091945232677,-0.5661824331127849,71.018,30.402,0.0
305,-6.595516831770328,-0.29402925651548106,-0.3657848372412016,70.965,30.424,0.0
306,-6.511939561361441,0.12225580227990403,-0.5919370411161552,70.988,30.359,0.0
307,-6.480167939971188,0.15916391734833849,-0.6239925840952538,71.369,30.199,0.0
308,-6.582337759454838,-0.2942202236192868,-0.3845186917076733,72.132,29.952,0.0
309,-6.4945430075136725,0.1747104550480223,-0.6079085886423774,72.643,29.791,0.0
310,-6.584905157424387,-0.26355836353159207,-0.4000697710512219,72.926,29.737,0.0
311,-6.576406055960184,-0.10536610039917442,-0.508029092903851,72.926,29.748,0.0
312,-6.485161603987891,0.23784051504725223,-0.6078429334027997,73.467,29.577,0.0
313,-6.584809762972702,-0.37839895799907025,-0.28967591012702143,74.009,29.416,0.0
314,-6.565263036930727,-0.42718563498558737,-0.2865142380855602,72.926,29.78,0.0
315,-6.586229295085126,-0.14231284637385305,-0.49724923879233507,72.926,29.791,0.0
316,-6.590876801178953,-0.3125421777788248,-0.35822572227240035,73.223,29.705,0.0
317,-6.584207424636738,-0.1257236431272889,-0.4944830533661408,73.582,29.587,0.0
318,-6.568650546860268,-0.4870327705517332,-0.15165578793039508,74.497,29.33,0.0
319,-6.569293224343459,-0.10284475554239343,-0.5181085264894234,74.23,29.394,0.0
320,-6.57853938805068,-0.211418367698325,-0.4566167406486266,74.009,29.437,0.0
321,-6.5793205188321275,-0.4206880195354488,-0.28149629112772195,73.925,29.437,0.0
322,-6.576891979099885,-0.07446913245875761,-0.5195213689888051,74.139,29.341,0.0
323,-6.589343637976517,-0.304399300413493,-0.37382993397702824,74.924,29.115,0.0
324,-6.586175478008504,-0.18947238400369656,-0.46410921664466803,75.352,28.997,0.0
325,-6.572256193452008,-0.4291630592196097,-0.2645963432400637,75.573,28.901,0.0
326,-6.491105009464375,-0.6383088671617585,0.13683237971577294,76.008,28.729,0.0
327,-6.590500746543367,-0.4502865343966821,-0.2374805511017301,76.16,28.611,0.0
328,-6.438909593602332,-0.6919853720794497,0.2720272118919738,76.023,28.611,0.0
