mean_r,std_r,min_r,max_r,var_r,mean_g,std_g,min_g,max_g,var_g,mean_b,std_b,min_b,max_b,var_b,mean_h,std_h,min_h,max_h,var_h,mean_s,std_s,min_s,max_s,var_s,mean_v,std_v,min_v,max_v,var_v,mean_l,std_l,min_l,max_l,var_l,mean_a,std_a,min_a,max_a,var_a,mean_b1,std_b1,min_b1,max_b1,var_b1,Target
239.528564453125,13.713576316833496,194.0,255.0,188.0621795654297,241.75244140625,10.424521446228027,205.0,255.0,108.67064666748047,243.887939453125,9.796957015991211,208.0,255.0,95.98036193847656,0.6054945588111877,0.19657759368419647,0.0,0.0,0.038642749190330505,0.02155429869890213,0.018007440492510796,0.0,0.0,0.00032426792313344777,243.982177734375,9.853413581848145,208.0,255.0,97.08976745605469,95.28353118896484,3.850792646408081,82.0,100.0,14.82860279083252,-0.3588148057460785,1.2157014608383179,-4.0,2.0,1.4779301881790161,-1.283446192741394,1.074690341949463,-7.0,2.0,1.1549593210220337,0.0
128.01123046875,14.799881935119629,97.0,222.0,219.0364990234375,142.72705078125,12.890207290649414,114.0,232.0,166.1574249267578,158.44775390625,10.084395408630371,131.0,237.0,101.69502258300781,0.5852704048156738,0.012265368364751339,0.0,0.0,0.00015043925668578595,0.1942521184682846,0.04748368263244629,0.0,0.0,0.002254700055345893,158.44775390625,10.084395408630371,131.0,237.0,101.69502258300781,58.60437774658203,4.94157600402832,47.0,91.0,24.419170379638672,-1.7620362043380737,0.9385955333709717,-5.0,2.0,0.8809615969657898,-10.109094619750977,2.5074994564056396,-16.0,-1.0,6.287553310394287,0.0
152.22509765625,23.400671005249023,104.0,255.0,547.5914306640625,156.847412109375,21.82874298095703,114.0,255.0,476.4940490722656,153.59375,19.3572998046875,112.0,249.0,374.705078125,0.389544814825058,0.12642931938171387,0.0,0.0,0.015984371304512024,0.044690340757369995,0.020479198545217514,0.0,0.0,0.0004193975473754108,157.15966796875,21.818147659301758,115.0,255.0,476.0315856933594,64.12728118896484,8.193158149719238,47.0,99.0,67.12784576416016,-2.2724103927612305,0.7773119211196899,-5.0,0.0,0.6042138338088989,1.0913434028625488,2.5368077754974365,-4.0,11.0,6.435394287109375,0.0
156.7060546875,22.357120513916016,114.0,255.0,499.8408508300781,161.99853515625,20.86777114868164,121.0,255.0,435.4638671875,159.618896484375,18.781991958618164,125.0,251.0,352.7632141113281,0.41068747639656067,0.11526858061552048,0.0,0.0,0.013286844827234745,0.042540695518255234,0.01850198768079281,0.0,0.0,0.0003423235611990094,162.35986328125,20.735118865966797,125.0,255.0,429.9451904296875,66.05226135253906,7.790243625640869,50.0,99.0,60.68789291381836,-2.337940216064453,0.8741123676300049,-6.0,2.0,0.7640723586082458,0.5558679699897766,1.9661787748336792,-4.0,8.0,3.865858793258667,0.0
161.050537109375,25.440841674804688,114.0,255.0,647.2364501953125,166.14208984375,23.18710708618164,122.0,255.0,537.6419067382812,163.43310546875,20.537193298339844,121.0,255.0,421.7762756347656,0.39431339502334595,0.14407475292682648,0.0,0.0,0.020757533609867096,0.04903028905391693,0.024557780474424362,0.0,0.0,0.0006030845688655972,166.9130859375,22.959760665893555,122.0,255.0,527.150634765625,67.59696960449219,8.656584739685059,50.0,99.0,74.93645477294922,-2.3070662021636963,1.0173206329345703,-5.0,3.0,1.0349414348602295,0.7375048398971558,2.821796417236328,-4.0,12.0,7.9625349044799805,0.0
165.8740234375,25.124984741210938,116.0,255.0,631.264892578125,170.005126953125,23.107769012451172,126.0,255.0,533.968994140625,165.377685546875,20.558181762695312,129.0,252.0,422.63885498046875,0.3431215286254883,0.13292989134788513,0.0,0.0,0.01767035573720932,0.04494500532746315,0.02261989191174507,0.0,0.0,0.0005116595420986414,170.37353515625,23.26963233947754,129.0,255.0,541.475830078125,69.06571960449219,8.58217716217041,52.0,99.0,73.65376281738281,-2.322026014328003,0.9660817980766296,-6.0,2.0,0.9333140254020691,1.8416579961776733,2.8245911598205566,-4.0,13.0,7.978315353393555,0.0
169.388916015625,24.876066207885742,122.0,255.0,618.8187255859375,172.120849609375,23.31239128112793,128.0,255.0,543.4675903320312,167.240478515625,20.954227447509766,128.0,255.0,439.0796203613281,0.3167015016078949,0.12764184176921844,0.0,0.0,0.01629243791103363,0.036124397069215775,0.019565872848033905,0.0,0.0,0.00038282337482087314,172.378662109375,23.58226203918457,128.0,255.0,556.123046875,69.95333862304688,8.610438346862793,53.0,99.0,74.1396484375,-1.8741964101791382,0.8229316473007202,-6.0,2.0,0.6772165298461914,2.140958070755005,2.3879668712615967,-2.0,13.0,5.702385425567627,0.0
176.41455078125,23.952253341674805,136.0,255.0,573.71044921875,179.039306640625,22.412757873535156,140.0,255.0,502.3316955566406,173.4208984375,20.349716186523438,137.0,255.0,414.1109313964844,0.2922530472278595,0.11500147730112076,0.0,0.0,0.013225339353084564,0.03669499605894089,0.02107175439596176,0.0,0.0,0.0004440188058651984,179.321533203125,22.788694381713867,140.0,255.0,519.3245849609375,72.51592254638672,8.237761497497559,57.0,99.0,67.86071014404297,-1.9595375061035156,0.9267783164978027,-5.0,4.0,0.8589180707931519,2.5201776027679443,2.4162724018096924,-1.0,14.0,5.838371753692627,0.0
174.761962890625,24.03181266784668,132.0,255.0,577.528076171875,177.275390625,22.551164627075195,135.0,255.0,508.5550231933594,171.331298828125,20.483007431030273,132.0,252.0,419.5535583496094,0.28255176544189453,0.10760582983493805,0.0,0.0,0.011579014360904694,0.03739878535270691,0.02177412621676922,0.0,0.0,0.00047411254490725696,177.520751953125,22.89437484741211,135.0,255.0,524.1524047851562,71.8626708984375,8.29655933380127,55.0,99.0,68.83289337158203,-1.983425259590149,0.9041118025779724,-6.0,1.0,0.8174181580543518,2.704824209213257,2.4080393314361572,0.0,14.0,5.798653602600098,0.0
176.24462890625,22.632158279418945,134.0,255.0,512.214599609375,178.7880859375,21.347867965698242,137.0,255.0,455.7314453125,172.465576171875,19.41682243347168,134.0,255.0,377.0129699707031,0.27415579557418823,0.09493501484394073,0.0,0.0,0.009012657217681408,0.03772761672735214,0.02194986678659916,0.0,0.0,0.0004817966546397656,178.97607421875,21.63262939453125,137.0,255.0,467.97064208984375,72.41985321044922,7.835500240325928,56.0,99.0,61.39506530761719,-2.0600802898406982,0.8693580627441406,-5.0,2.0,0.7557834386825562,2.892839193344116,2.403081178665161,-1.0,14.0,5.774799346923828,0.0
182.019287109375,22.053720474243164,139.0,255.0,486.3665771484375,184.40673828125,20.9228515625,142.0,255.0,437.7657165527344,177.947509765625,19.119508743286133,139.0,253.0,365.55560302734375,0.26505881547927856,0.09237790107727051,0.0,0.0,0.008533676154911518,0.03708234429359436,0.02079002931714058,0.0,0.0,0.00043222535168752074,184.62109375,21.182382583618164,142.0,255.0,448.6933288574219,74.50146484375,7.642148494720459,58.0,99.0,58.402435302734375,-2.0189454555511475,0.8574327826499939,-5.0,1.0,0.7351910471916199,2.9668660163879395,2.315626621246338,0.0,15.0,5.362126350402832,0.0
