247.0683594,7.41561985,128,248,54.99142075,248.4970703,12.39451599,92,252,153.6240082,223.546875,31.38542175,80,248,985.0446777,0.257512301,0.116080835,0,0,0.01347476,0.109543525,0.119632967,0,0,0.014312048,250.59375,7.115055084,128,252,50.62401199,97.10132599,3.984712124,43,98,15.87793064,-4.318130493,4.506679535,-18,25,20.31015968,11.87375069,13.65051746,-17,68,186.3366241,0
247.8496094,1.487197876,216,248,2.21175766,250.0976563,6.781626701,184,252,45.99046326,227.0039063,27.71859169,104,248,768.3203125,0.258200765,0.093984805,0,0,0.008833143,0.097552851,0.108250126,0,0,0.011718091,251.4296875,1.875764728,216,252,3.518493414,97.63761902,2.053406954,79,98,4.216480255,-4.376607895,3.927214622,-19,18,15.42301559,10.87170982,12.34353542,-5,65,152.3628845,0
247.8789063,1.268990278,224,248,1.610336304,250.3583984,6.200150013,188,252,38.44186401,228.1464844,26.41810036,104,248,697.9160156,0.259223878,0.08917354,0,0,0.007951921,0.093185917,0.10321749,0,0,0.010653851,251.5019531,1.705344319,224,252,2.90819931,97.72666168,1.891231537,80,98,3.576756716,-4.33868742,3.725428343,-19,17,13.8788166,10.41569138,11.80666351,-4,65,139.3973083,0
247.8964844,1.226747513,216,248,1.504909515,250.6357422,5.571457863,188,252,31.04114532,228.9570313,25.78558922,104,248,664.8966064,0.261857092,0.087233901,0,0,0.007609753,0.090199783,0.100848801,0,0,0.01017048,251.5771484,1.643198967,216,252,2.700102806,97.81381989,1.72503531,80,98,2.97574687,-4.352789402,3.622291803,-19,15,13.12099743,10.12263012,11.61610889,-5,65,134.9339752,0
247.9160156,1.064693213,216,248,1.133571625,250.8769531,4.936758041,192,252,24.37157822,230.4042969,24.35160446,112,248,593.0006104,0.263900846,0.083444312,0,0,0.006962953,0.084628433,0.095306173,0,0,0.009083267,251.6416016,1.468572974,216,252,2.156706572,97.9043808,1.545040011,81,98,2.387148619,-4.257624149,3.443272829,-18,14,11.85612774,9.511590004,11.0321064,-4,61,121.7073669,0
247.9160156,1.093650579,216,248,1.196071625,250.8193359,5.078348637,196,252,25.78962708,230.2324219,24.55130005,112,248,602.7662964,0.264334321,0.085662782,0,0,0.007338112,0.085284904,0.096055552,0,0,0.009226669,251.6240234,1.534514666,216,252,2.354735136,97.88657379,1.584361553,82,98,2.510201693,-4.25306797,3.463035822,-18,16,11.99261665,9.574632645,11.10743141,-5,61,123.3750381,0
247.9238281,1.050510764,216,248,1.103572845,251.0019531,4.633016109,188,252,21.46483994,231.2285156,24.15603828,112,248,583.5141602,0.267695069,0.084148705,0,0,0.007081005,0.081490897,0.09456946,0,0,0.008943383,251.6757813,1.385034204,216,252,1.918319583,97.95441437,1.467850566,80,98,2.154585123,-4.186414719,3.396216393,-18,15,11.53428555,9.159876823,10.98258972,-4,61,120.6172714,0
247.9277344,1.005187869,216,248,1.010402679,251.1210938,4.227073193,196,252,17.8681488,232.0507813,23.38864326,112,248,547.0286865,0.269510955,0.080269203,0,0,0.006443145,0.078264698,0.09152922,0,0,0.008377599,251.6962891,1.34540081,220,252,1.810103297,98.00113678,1.361798048,82,98,1.854493737,-4.12322855,3.275947332,-17,13,10.7318306,8.80579567,10.67080402,-4,54,113.8660583,0
247.9433594,0.908249319,216,248,0.82491684,251.234375,3.981371403,188,252,15.85131836,233.0976563,22.29801369,120,248,497.201416,0.271798253,0.079197913,0,0,0.006272309,0.074195325,0.087322913,0,0,0.007625291,251.7275391,1.243727684,220,252,1.546858668,98.05194855,1.278685093,80,98,1.635035634,-4.019752502,3.178292513,-17,13,10.10154343,8.343589783,10.20349312,-3,58,104.1112671,0
247.9414063,0.881939232,216,248,0.777816772,251.2304688,3.965871096,192,252,15.72813416,233.2832031,22.19713402,112,248,492.7127686,0.272376239,0.07879664,0,0,0.00620891,0.073463418,0.086903892,0,0,0.007552287,251.7304688,1.239648223,224,252,1.536727786,98.05476379,1.276093602,81,98,1.628414869,-3.989377022,3.150622845,-17,14,9.92642498,8.252449989,10.15736771,-5,54,103.1721268,0
